configuration_number,vectorizer_param,model_param,f1
312,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6914083283862604
313,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.5473391535456871
314,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6912854238264403
315,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.5469373466179411
316,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6912916188908643
317,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.5463380549924884
318,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.691355939344091
319,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.5453259173020262
320,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6914738557354807
321,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6536661847198308
322,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6808358159026782
323,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6534027219890124
324,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6808996752302692
325,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6532656336067164
326,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6808329449661357
327,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.652872842156181
328,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6808343810845707
329,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6525823395636577
330,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6807627911337895
331,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.6523874986620583
332,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6808063697630704
333,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6520844553221868
334,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6808295373145781
335,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6517866354978183
336,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6808118740721143
337,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6536661847198308
338,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6808358159026782
339,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6534027219890124
340,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6808996752302692
341,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6532656336067164
342,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6808329449661357
343,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.652872842156181
344,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6808343810845707
345,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6525823395636577
346,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6807627911337895
347,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.6523874986620583
348,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6808063697630704
349,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6520844553221868
350,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6808295373145781
351,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6517866354978183
352,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6808118740721143
353,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.5739516135689389
354,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6913301713077629
355,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.5733990216146827
356,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6913548032291923
357,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.5730073037086847
358,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6914069060626555
359,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.5722645576637252
360,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6914083283862604
361,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.5473391535456871
362,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6912854238264403
363,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.5469373466179411
364,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6912916188908643
365,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.5463380549924884
366,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.691355939344091
367,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.5453259173020262
368,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6914738557354807
369,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.5739516135689389
370,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6913301713077629
371,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.5733990216146827
372,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6913548032291923
373,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.5730073037086847
374,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6914069060626555
375,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.5722645576637252
376,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6914083283862604
377,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.5473391535456871
378,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6912854238264403
379,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.5469373466179411
380,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.6912916188908643
381,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.5463380549924884
382,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.691355939344091
383,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.5453259173020262
384,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6914738557354807
385,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6811345393486765
386,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6822003285044548
387,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6810479682953521
388,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6821818422208005
389,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6809346986711624
390,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6822268366510091
391,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.6810167379508116
392,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6822268366510091
393,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6816710990394207
394,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6803600847423896
395,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.6816246117421362
396,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.680248389920286
397,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6816780139044729
398,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6802063007466678
399,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6814784660614199
400,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': True, 'use_idf': False},{'alpha': 2.0, 'fit_prior': False},0.6801584583747706
401,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': True},0.6811345393486765
402,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.0, 'fit_prior': False},0.6822003285044548
403,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': True},0.6810479682953521
404,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 0.5, 'fit_prior': False},0.6821818422208005
405,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': True},0.6809346986711624
406,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 1.0, 'fit_prior': False},0.6822268366510091
407,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': True},0.6810167379508116
408,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': True},{'alpha': 2.0, 'fit_prior': False},0.6822268366510091
409,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': True},0.6816710990394207
410,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.0, 'fit_prior': False},0.6803600847423896
411,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': True},0.6816246117421362
412,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 0.5, 'fit_prior': False},0.680248389920286
413,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': True},0.6816780139044729
414,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 1.0, 'fit_prior': False},0.6802063007466678
415,{'binary': True, 'max_df': 1.0, 'max_features': 300, 'min_df': 1, 'ngram_range': (1, 2), 'norm': 'l2', 'smooth_idf': True, 'stop_words': 'english', 'sublinear_tf': False, 'use_idf': False},{'alpha': 2.0, 'fit_prior': True},0.6814784660614199
