configuration_number,vectorizer_param,model_param,f1
973,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7557010697234092
974,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7556769848657443
975,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7557063940311304
976,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7556635500952358
977,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7556582269066094
978,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7557063940311304
979,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7557063940311304
980,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7557518990336392
981,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7556582269066094
982,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7557063940311304
983,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7557063940311304
984,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7557518990336392
985,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7561775535315065
986,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7560677763912615
987,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7560030317083353
988,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7559601752514223
989,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7561775535315065
990,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7560677763912615
991,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7560030317083353
992,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7559601752514223
993,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7557010697234092
994,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7556769848657443
995,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7557304768258837
996,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7557304768258837
997,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7557010697234092
998,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7556769848657443
999,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7557304768258837
1000,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7557304768258837
1001,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7556582269066094
1002,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7557063940311304
1003,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7557518990336392
1004,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.755754559109075
1005,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7556582269066094
1006,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7557063940311304
1007,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7557518990336392
1008,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l1', 'smooth_idf': False, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.755754559109075
1009,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7585247517396279
1010,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7585247517396279
1011,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7580977344972992
1012,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7580952530147258
1013,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7585247517396279
1014,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7585247517396279
1015,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7580977344972992
1016,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7580952530147258
1017,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7581562703236853
1018,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7581347980687613
1019,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7580009788980184
1020,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7579984847856889
1021,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7581562703236853
1022,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7581347980687613
1023,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7580009788980184
1024,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 10, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 300, 'penalty': 'l2', 'random_state': 42, 'tol': 0.0001},0.7579984847856889
1025,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.001},0.7579959896355184
1026,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'random_state': 42, 'tol': 0.0001},0.7579770132081525
1027,{'binary': False, 'max_df': 1.0, 'max_features': 1500, 'min_df': 0.0001, 'ngram_range': (1, 1), 'norm': 'l2', 'smooth_idf': True, 'stop_words': None, 'sublinear_tf': False, 'use_idf': True},{'C': 50, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'random_state': 42, 'tol': 0.001},0.7578836423522324
